"LEADNUM","Company","Website","PaymentMethods","Verticals","Coverage","Rates","Fees","Integrations","Contact","Onboarding","RiskNotes","NOTES"
"CANPAY-11","PaymentCloud","https://paymentcloudinc.com/cbd-merchant-accounts/","Credit/debit via high-risk acquiring; ACH/eCheck; gateway HPP","CBD; hemp-derived products; accessories; nutraceuticals","USA nationwide including MI (CBD/hemp only; excludes THC)","Card rates typically 4.0% to 7.0% + per item for high-risk; ACH 1.2% to 2.5%; funding 1–3 days","Monthly 10–35; gateway 10–25; chargeback 25–35; setup varies by bank","NMI; Authorize.Net; WooCommerce; Shopify (3rd-party gateway); BigCommerce; custom API","https://paymentcloudinc.com/contact/","3–7 business days; high-risk underwriting; COA and age verification required","CBD/hemp supported through sponsor banks; no THC. Emphasis on KYC, AML, product and site review; chargeback mitigation tools available","PaymentCloud specializes in placing higher-risk merchants with appropriate acquiring banks and gateways. For legal hemp/CBD ecommerce (including Michigan), they provide clear guidance on labeling, COAs, age gating, and permissible claims to satisfy bank compliance. Expect negotiated pricing based on volume, AOV, and chargeback profile; card MID approvals can take several days. Integrations with NMI/Authorize.Net keep platform flexibility. They offer dispute/alerts tools and can pair with ACH/eCheck for lower costs on repeat buyers."
"CANPAY-12","Easy Pay Direct","https://www.easypaydirect.com/high-risk-payment-processing/cbd/","Credit/debit through multiple MIDs; eCheck/ACH; recurring billing","CBD; hemp; supplements; accessories","USA nationwide including MI (CBD/hemp only)","Cards 3.95% to 6.95% + per item (risk dependent); ACH 1.0% to 2.2%","Monthly gateway 15–25; chargeback 25–35; optional alerts/3DS fees","NMI; Authorize.Net; WooCommerce; Magento; BigCommerce; custom API","https://www.easypaydirect.com/contact/","4–10 business days; underwriting per bank; website and product compliance review","Multi-MID load balancing reduces downtime and spreads volume across acquirers; CBD supported; no THC; strong documentation requirements","Easy Pay Direct is known for its EPD Gateway and multi-acquirer strategy that improves resilience for high-risk stores. For hemp/CBD, they coordinate with sponsor banks that accept compliant SKUs with COAs, structured claims, and age verification. Merchants in Michigan can run card and ACH with recurring options. Pricing is tailored to risk/volume; their value is uptime and risk control, including velocity rules, fraud filters, and MID load balancing that helps avoid sudden terminations often seen in high-risk processing."
"CANPAY-13","Durango Merchant Services","https://durangomerchantservices.com/cbd-merchant-accounts/","Credit/debit; ACH/eCheck; MOTO; HPP","CBD; hemp; wellness","USA nationwide including MI (CBD/hemp only)","Cards 4.25% to 7.0% + per item typical; ACH 1.3% to 2.3%","Monthly 10–30; gateway 10–20; chargeback 25–35","NMI; Authorize.Net; WooCommerce; Magento; BigCommerce; custom","https://durangomerchantservices.com/contact/","3–8 business days; detailed underwriting; rolling reserve possible for new merchants","Experienced high-risk placement team; CBD/hemp allowed; strict marketing compliance; reserves may apply for startups","Durango has supported CBD/hemp since early days of the category and maintains bank relationships suited to compliant operators. They will review labels, site claims, refund policies, and shipping procedures to reduce approval friction. For Michigan stores, they can enable omnichannel with ACH add-ons for subscription products. They proactively advise on chargeback thresholds and may set rolling reserves initially, which can be relaxed as a stable history develops."
"CANPAY-14","Soar Payments","https://soarpay.com/cbd/","Credit/debit; ACH; recurring; chargeback tools","CBD; hemp; ecommerce; subscription","USA nationwide including MI (CBD/hemp only)","Cards 3.95% to 6.95% + per item; ACH 1.2% to 2.2%","Monthly 0–25; gateway 10–25; chargeback 25–35","NMI; Authorize.Net; WooCommerce; Shopify (alt gateways); BigCommerce","https://soarpay.com/contact/","2–7 business days; MID approval via sponsor bank; compliance checklist","CBD allowed under clear guidelines; labeling/COA review; THC not supported","Soar Payments provides straightforward onboarding checklists for CBD/hemp and publishes compatible platform guidance. They emphasize proactive chargeback management and offer optional fraud modules. Michigan merchants can enable card and ACH, with recurring billing for consumables. Expect pricing within typical high-risk bands with flexibility improving as processing history grows."
"CANPAY-15","PayKings","https://paykings.com/cbd-merchant-account/","Credit/debit; eCheck/ACH; recurring; subscriptions","CBD; hemp; wellness; nutraceutical","USA nationwide including MI (CBD/hemp only)","Cards 4.0% to 7.0% + per item; ACH 1.2% to 2.4%","Monthly 10–30; gateway 10–25; chargeback 25–35","NMI; Authorize.Net; WooCommerce; Shopify via alt gateways; BigCommerce","https://paykings.com/contact/","3–9 business days; underwriting with COA and marketing review","CBD supported under FDA and bank guidelines; THC not permitted; reserves possible","PayKings works with multiple acquiring banks to place CBD/hemp merchants and supports common ecommerce stacks. They offer recurring/subscription features and advise on descriptor, refund, and shipping practices to reduce disputes. Michigan operators can connect ACH for returning customers to reduce costs. Pricing depends on risk and volume; initial rolling reserves may apply for brand-new programs until performance is proven."
"CANPAY-16","eMerchantBroker (EMB)","https://embrk.com/cbd-merchant-accounts/","Credit/debit; eCheck; chargeback mitigation; HPP","CBD; hemp; high-risk nutraceutical","USA nationwide including MI (CBD/hemp only)","Cards 4.5% to 7.5% + per item typical; eCheck 1.2% to 2.5%","Monthly gateway 10–25; chargeback 25–35; alerts extra","NMI; Authorize.Net; WooCommerce; Magento; Shopify alt; BigCommerce","https://embrk.com/contact/","4–12 business days; deep underwriting; reserves common for new merchants","CBD supported with strict supply chain/COA documentation; THC excluded","EMB is a high-risk broker/aggregator that pairs CBD/hemp ecommerce with appropriate acquiring partners and gateways. They focus on chargeback reduction (alerts, VMPI, RDR) and will require detailed product and marketing disclosures. Michigan merchants benefit from ACH/eCheck pairing to control costs on repeat orders. Expect tailored pricing based on vertical and volume with reserve structures that may step down after 3–6 months of clean processing."
"CANPAY-17","Host Merchant Services","https://www.hostmerchantservices.com/cbd-merchant-services/","Credit/debit; ACH; recurring; virtual terminal","CBD; hemp; ecommerce; retail","USA nationwide including MI (CBD/hemp only)","Cards often 3.89% to 6.49% + per item; ACH 1.2% to 2.2%","Monthly 10–25; gateway 10–20; chargeback 25–35","NMI; Authorize.Net; WooCommerce; Magento; BigCommerce; custom","https://www.hostmerchantservices.com/contact/","3–7 business days; underwriting with product/site review","CBD supported with documentation; THC not allowed; PCI and compliance guidance included","Host Merchant Services supports CBD/hemp for ecommerce and retail, offering gateway options and recurring billing. They provide transparent statements and support teams familiar with high-risk compliance, including age/identity tools and fraud screening. Michigan coverage is available; merchants should prepare COAs, refund policy, and clear content standards to expedite approval."
"CANPAY-18","National Processing (CBD Program)","https://nationalprocessing.com/cbd/","Credit/debit; ACH; invoicing; recurring","CBD; hemp; supplements","USA nationwide including MI (CBD/hemp only)","Cards 3.75% to 6.5% + per item; ACH 1.2% to 2.2%","Monthly 10–25; gateway 10–20; chargeback 25–35","NMI; Authorize.Net; WooCommerce; BigCommerce; custom","https://nationalprocessing.com/contact-us/","3–8 business days; underwriting with documentation and COAs","CBD supported with restrictions on claims/marketing; THC not supported","National Processing runs a defined CBD program with sponsor banks. They provide ACH and card options with support for common ecommerce platforms. Michigan merchants can use invoicing and recurring billing for subscription SKUs. Pricing depends on volume and risk; tools for fraud and chargebacks available."
"CANPAY-19","Maverick Payments","https://maverickpayments.com/cbd/","Credit/debit; ACH; virtual terminal; subscriptions","CBD; hemp; ecommerce; POS","USA nationwide including MI (CBD/hemp only)","Cards generally 3.95% to 6.95% + per item; ACH 1.0% to 2.2%","Monthly 10–25; gateway 10–25; chargeback 25–35","NMI; Authorize.Net; WooCommerce; custom API; Shopify alt","https://maverickpayments.com/contact/","4–9 business days; KYC/KYB; site and product review","CBD allowed with documentation; THC not supported; risk monitoring and analytics provided","Maverick provides a modern portal with strong risk analytics and supports CBD/hemp merchants for both card and ACH acceptance. Michigan stores can leverage tokenization and recurring billing for subscriptions. They stress clear product claims, age gating, and chargeback discipline. Pricing is negotiated and can improve as a clean history is established."
"CANPAY-20","Instabill","https://instabill.com/cbd-merchant-accounts/","Credit/debit; offshore options; eCheck/ACH","CBD; hemp; supplements","USA and international options; MI supported for CBD","Cards 4.5% to 8.0% + per item for high-risk; ACH 1.2% to 2.5%","Monthly 10–30; gateway 10–25; chargeback 25–35","NMI; Authorize.Net; WooCommerce; Magento; custom","https://instabill.com/contact/","5–12 business days; may place with domestic or offshore acquirers","CBD supported; may use offshore when domestic appetite is limited; THC excluded","Instabill has long operated in high-risk verticals and can place CBD/hemp with domestic or offshore banks. They advise on descriptors, settlement schedules, and reserve structures suited to risk level. For Michigan ecommerce, domestic placement is preferred where possible; offshore routes are considered when SKUs or history limit options."
"CANPAY-21","Leap Payments","https://www.leappayments.com/cbd-merchant-account/","Credit/debit; eCheck/ACH; recurring","CBD; hemp; nutraceutical","USA nationwide including MI (CBD/hemp only)","Cards 3.99% to 6.99% + per item; ACH 1.2% to 2.2%","Monthly 10–25; gateway 10–20; chargeback 25–35","NMI; Authorize.Net; WooCommerce; BigCommerce","https://www.leappayments.com/contact/","3–7 business days; underwriting; PCI support","CBD supported with documentation and COAs; THC excluded; chargeback monitoring","Leap Payments supports CBD/hemp with card and ACH acceptance and provides guidance on PCI and marketing compliance. Michigan merchants can integrate with mainstream carts and manage disputes with alert tools."
"CANPAY-22","DirectPayNet","https://directpaynet.com/cbd-merchant-account/","Credit/debit; high-risk gateway; ACH via partners","CBD; hemp; supplements","USA nationwide including MI (CBD/hemp only)","Cards 4.0% to 7.0% + per item; ACH 1.2% to 2.4%","Monthly 10–30; gateway 10–25; chargeback 25–35","NMI; Authorize.Net; custom API","https://directpaynet.com/contact/","5–10 business days; documentation heavy; traffic quality review","CBD allowed; THC not supported; strict on traffic sources and refund/fulfillment SLAs","DirectPayNet focuses on performance/risk alignment and will review traffic sources, funnels, and claims. For Michigan CBD stores, they can enable stable acquiring with strong fraud and dispute tooling. Expect detailed compliance requests and potentially conservative caps initially."
"CANPAY-23","SMB Global","https://smbglobal.com/cbd-merchant-accounts/","Credit/debit; ACH; recurring","CBD; hemp; wellness","USA nationwide including MI (CBD/hemp only)","Cards 4.25% to 7.0% + per item; ACH 1.2% to 2.3%","Monthly 10–25; gateway 10–20; chargeback 25–35","NMI; Authorize.Net; WooCommerce; custom","https://smbglobal.com/contact/","4–9 business days; underwriting with COAs and content review","CBD supported; THC excluded; rolling reserves possible for new programs","SMB Global places CBD/hemp with sponsor banks and provides recurring and ACH options. They recommend clear refund policies, age verification, and content standards to protect approvals. Michigan merchants can integrate with popular ecommerce stacks."
"CANPAY-24","Merchant Stronghold","https://www.merchantstronghold.com/cbd-merchant-account/","Credit/debit; eCheck/ACH; virtual terminal","CBD; hemp; high-risk ecommerce","USA nationwide including MI (CBD/hemp only)","Cards 4.25% to 7.0% + per item; ACH 1.3% to 2.4%","Monthly 10–25; gateway 10–20; chargeback 25–35","NMI; Authorize.Net; WooCommerce; Shopify alt; BigCommerce","https://www.merchantstronghold.com/contact-us/","4–10 business days; underwriting and site review","CBD allowed; THC not supported; may impose caps initially","Merchant Stronghold supports CBD/hemp through acquiring partners and offers fraud tools and reporting. Michigan operators can start with conservative limits that expand with clean processing."
"CANPAY-25","Zen Payments","https://zenpayments.com/cbd-merchant-account/","Credit/debit; ACH; subscriptions","CBD; hemp; wellness","USA nationwide including MI (CBD/hemp only)","Cards 3.99% to 6.99% + per item; ACH 1.2% to 2.2%","Monthly 10–25; gateway 10–25; chargeback 25–35","NMI; Authorize.Net; WooCommerce; Shopify alt; custom","https://zenpayments.com/contact/","3–8 business days; underwriting; compliance checklists","CBD supported with documentation; THC excluded; chargeback tools available","Zen Payments focuses on matching CBD/hemp stores to compliant banks and provides subscription and ACH options. Michigan merchants can integrate with mainstream carts and manage disputes with alert tools."
"CANPAY-26","Allied Payments","https://www.alliedpay.com/cbd-merchant-accounts/","Credit/debit; eCheck/ACH; gateway","CBD; hemp; supplements","USA nationwide including MI (CBD/hemp only)","Cards 4.0% to 7.0% + per item; ACH 1.2% to 2.4%","Monthly 10–25; gateway 10–20; chargeback 25–35","NMI; Authorize.Net; WooCommerce; custom","https://www.alliedpay.com/contact/","4–9 business days; underwriting; reserves possible","CBD allowed; THC excluded; focus on clear labeling and COAs","Allied Payments supports CBD/hemp and offers ACH/eCheck for cost reduction on returning customers. Michigan ecommerce can use hosted payment pages or direct tokens."
"CANPAY-27","Green.Money (Green Money)","https://www.green.money/industries/cbd/","ACH/eCheck; pay-by-bank; invoicing","CBD; hemp; ecommerce; B2B","USA nationwide including MI (CBD/hemp only)","ACH typically 1.0% to 2.0% with per item minimum; settlement 1–2 days","Monthly 0–25; return 5–8; chargeback 25–35","WooCommerce; custom API; payment links","https://www.green.money/contact/","3–7 business days; KYB/KYC; business bank verification","ACH-focused provider for CBD/hemp; no cards; strong return code handling and recurring billing","Green.Money is an ACH specialist suitable for CBD/hemp carts where card approvals are limited or expensive. For Michigan merchants, it can complement or replace card processing, lowering costs for subscription/loyal buyers. Requires robust age verification and clear refund policy."
"CANPAY-28","High Risk Pay","https://highriskpay.com/cbd-merchant-accounts/","Credit/debit; eCheck/ACH; virtual terminal","CBD; hemp; high-risk ecommerce","USA nationwide including MI (CBD/hemp only)","Cards 4.0% to 7.0% + per item; ACH 1.2% to 2.4%","Monthly 10–25; gateway 10–20; chargeback 25–35","NMI; Authorize.Net; WooCommerce; custom","https://highriskpay.com/contact/","3–8 business days; underwriting; risk caps initially","CBD allowed; THC not supported; dispute and fraud tools offered","High Risk Pay connects CBD/hemp merchants to acquiring banks with appetite for compliant products. They advocate for robust descriptors, responsive customer service, and shipping SLAs to reduce disputes. Michigan ecommerce supported through common platforms."
"CANPAY-29","PaymentCloud ACH (via Green Payments partners)","https://paymentcloudinc.com/echeck/","ACH/eCheck; recurring; HPP","CBD; hemp; subscription","USA nationwide including MI (CBD/hemp only)","ACH 1.0% to 2.2%; settlement 1–2 days","Monthly 0–25; return 5–8; chargeback 25–35","WooCommerce; custom API; payment links","https://paymentcloudinc.com/contact/","3–7 business days; bank review; KYB","ACH complementary option to card processing for CBD/hemp; reduces costs for repeat buyers","ACH can lower blended fees for Michigan stores, pairing with card processing or replacing it for loyal customers. Emphasis on return code analytics and tokenized billing for subscriptions."
"CANPAY-30","Authorize.Net (Gateway with High-Risk Acquirer)","https://www.authorize.net/","Gateway for card processing; supports high-risk via sponsor acquirers","CBD; hemp (with compatible acquirer)","USA nationwide including MI (CBD/hemp only)","Rates depend on acquirer: cards often 4%–7% + per item","Monthly gateway ~25; per-transaction gateway fees apply","WooCommerce; Magento; BigCommerce; custom API","https://www.authorize.net/en-us/contact-us.html","Acquirer underwriting 3–10 business days; gateway setup same day","Gateway only; requires bank sponsor that allows CBD/hemp; THC not supported","Authorize.Net is widely supported by ecommerce platforms and can be paired with high-risk-friendly acquirers for CBD/hemp. Michigan merchants benefit from mature integrations, CIM tokenization, and fraud tools. Ensure your acquiring bank explicitly supports CBD/hemp SKUs."
"CANPAY-31","NMI (Gateway with High-Risk Acquirer)","https://www.nmi.com/","Gateway; tokenization; routing to multiple MIDs","CBD; hemp (with compatible acquirer)","USA nationwide including MI (CBD/hemp only)","Rates via acquirer; gateway per-transaction + monthly 10–25","Monthly 10–25; per-transaction gateway fees","WooCommerce; BigCommerce; custom API; many carts","https://www.nmi.com/contact/","Gateway same day; acquirer 3–10 business days","Gateway only; requires high-risk acquirer that supports CBD/hemp; THC excluded","NMI is favored in high-risk for flexibility, routing, and tokenization. Pair with a CBD-friendly acquirer through a broker (e.g., PaymentCloud, Durango, Soar). Michigan merchants gain stability via multi-MID routing and robust fraud filters."
"CANPAY-32","USAePay (Gateway with High-Risk Acquirer)","https://usaepay.com/","Gateway; tokenization; recurring","CBD; hemp (with compatible acquirer)","USA nationwide including MI (CBD/hemp only)","Rates via acquirer; gateway monthly and per-item apply","Monthly ~25; per-transaction fees apply","WooCommerce; Magento; custom API","https://usaepay.com/contact","Gateway setup 1–2 days; acquirer 3–10 days","Gateway only; requires CBD-friendly acquirer; THC excluded","USAePay (a NMI company) is common in high-risk stacks and supports recurring billing and tokenization for CBD subscriptions. Ensure your acquirer’s AUP permits hemp/CBD."
"CANPAY-33","PaymentCloud + Authorize.Net Bundle","https://paymentcloudinc.com/authorize-net/","Card via CBD-friendly acquirer; gateway via Authorize.Net","CBD; hemp","USA nationwide including MI (CBD/hemp only)","Cards 4%–7% + per item typical for high-risk","Monthly gateway 25; processor monthly varies; chargeback 25–35","WooCommerce; BigCommerce; Magento; custom","https://paymentcloudinc.com/contact/","3–9 business days; underwriting; documentation","Bundle approach simplifies onboarding for CBD merchants; THC excluded","Bundling a CBD-friendly acquirer with Authorize.Net can speed time to live for Michigan merchants while retaining platform flexibility and fraud controls."
"CANPAY-34","Payline Data (CBD Program)","https://paylinedata.com/cbd/","Credit/debit; ACH; recurring","CBD; hemp","USA nationwide including MI (CBD/hemp only)","Cards ~3.99%–6.49% + per item; ACH 1.2%–2.2%","Monthly 10–25; gateway 10–20; chargeback 25–35","NMI; Authorize.Net; WooCommerce; BigCommerce","https://paylinedata.com/contact/","3–8 business days; underwriting; compliance review","CBD supported under program requirements; THC excluded","Payline’s CBD program targets compliant brands with good documentation and low chargebacks. Michigan stores can leverage recurring and ACH to reduce costs."
"CANPAY-35","Host Merchant + NMI Bundle","https://www.hostmerchantservices.com/","Card via CBD-friendly acquirer; NMI gateway","CBD; hemp","USA nationwide including MI (CBD/hemp only)","Cards 4%–7% + per item typical","Monthly gateway 10–25; processor monthly varies","WooCommerce; Magento; BigCommerce; custom","https://www.hostmerchantservices.com/contact/","3–8 business days; underwriting","Bundle of CBD-friendly acquiring with NMI gateway for flexible integration; THC excluded","Combining HMS with NMI provides Michigan merchants with tokenization, routing, and subscriptions alongside CBD-compliant acquiring."
"CANPAY-36","CBD Merchant Accounts (specialist)","https://cbdmerchantaccounts.com/","Credit/debit; ACH; recurring","CBD; hemp","USA nationwide including MI (CBD/hemp only)","Cards 4%–7% + per item; ACH 1.2%–2.2%","Monthly 10–25; gateway 10–20","NMI; Authorize.Net; WooCommerce","https://cbdmerchantaccounts.com/contact/","4–10 business days; underwriting; site review","CBD supported with COAs and age gating; THC excluded","Specialist broker serving CBD/hemp merchants with multiple acquiring options and ACH add-ons. Michigan ecommerce supported with mainstream integrations."
"CANPAY-37","Soar + Authorize.Net Bundle","https://soarpay.com/","Card via CBD-friendly acquirer; Authorize.Net gateway","CBD; hemp","USA nationwide including MI (CBD/hemp only)","Cards 4%–7% + per item typical","Monthly gateway 25; processor monthly varies","WooCommerce; BigCommerce; Magento","https://soarpay.com/contact/","3–8 business days; underwriting","CBD-supported bundle; THC excluded; analytics-rich portal","This bundle offers a straightforward path for Michigan CBD stores to get live with minimal dev work, leveraging existing plugins and fraud tools."
"CANPAY-38","BlueDog + NMI (CBD)","https://www.bluedogmerchant.com/","Card via CBD-friendly partners; NMI gateway","CBD; hemp","USA nationwide including MI (CBD/hemp only)","Cards 3.99%–6.99% + per item","Monthly gateway 10–25; processor monthly varies","WooCommerce; custom API","https://www.bluedogmerchant.com/contact/","4–9 business days; underwriting","CBD permitted with documentation; THC excluded","BlueDog offers CBD placements via partners and uses NMI for ecommerce integrations, suitable for Michigan operators needing quick setups."
"CANPAY-39","Merchant One (CBD capable cases)","https://merchantone.com/","Credit/debit; gateway; virtual terminal","CBD; hemp (case-by-case)","USA nationwide including MI (CBD/hemp only, subject to approval)","Cards 4%–7% + per item typical for high-risk","Monthly fees vary; gateway 10–25","WooCommerce; BigCommerce; custom","https://merchantone.com/contact/","5–12 business days; case-by-case underwriting","CBD may be supported via specific banks; THC excluded; approvals not guaranteed","Merchant One can place CBD merchants on a case-by-case basis. Michigan stores should present robust compliance packages to improve odds of approval."
